day_hour,clientip,id,no_get,no_post,no_head
2019-01-31 23,54.36.149.885,1,0,1,0
2019-01-31 23,40.77.167.978,5,0,5,0
2019-01-31 23,54.36.149.91,1,0,1,0
2019-01-31 23,66.249.66.245,1,0,1,0
2019-01-31 23,31.56.96.143,2,0,2,0
2019-01-31 23,91.99.72.177,1,0,1,0
2019-01-31 23,91.99.72.213,1,0,1,0
2019-01-31 23,66.249.66.401,1,0,1,0
2019-01-31 23,66.249.66.408,1,0,1,0
2019-01-31 23,54.36.149.310,1,0,1,0
2019-01-31 23,91.99.72.311,1,0,1,0
2019-01-31 23,31.56.96.390,2,0,2,0
2019-01-31 23,40.77.167.507,5,0,5,0
2019-01-31 23,54.36.149.443,1,0,1,0
2019-01-31 23,40.77.167.549,5,0,5,0
2019-01-31 23,91.99.72.443,1,0,1,0
2019-01-31 23,66.249.66.652,1,0,1,0
2019-01-31 23,66.249.66.718,1,0,1,0
2019-01-31 23,66.249.66.821,1,0,1,0
2019-01-31 23,31.56.96.767,2,0,2,0
2019-01-31 23,31.56.96.804,2,0,2,0
2019-01-31 23,66.249.66.1026,1,0,1,0
2019-01-31 23,40.77.167.986,5,0,5,0
2019-01-31 23,66.249.66.1067,1,0,1,0
2019-01-31 23,91.99.72.58,1,0,1,0
2019-01-31 23,40.77.167.204,5,0,5,0
2019-01-31 23,40.77.167.253,5,0,5,0
2019-01-31 23,31.56.96.183,2,0,2,0
2019-01-31 23,91.99.72.179,1,0,1,0
2019-01-31 23,66.249.66.446,1,0,1,0
2019-01-31 23,40.77.167.470,5,0,5,0
2019-01-31 23,66.249.66.612,1,0,1,0
2019-01-31 23,31.56.96.481,2,0,2,0
2019-01-31 23,66.249.66.624,1,0,1,0
2019-01-31 23,66.249.66.626,1,0,1,0
2019-01-31 23,54.36.149.474,1,0,1,0
2019-01-31 23,91.99.72.476,1,0,1,0
2019-01-31 23,91.99.72.513,1,0,1,0
2019-01-31 23,66.249.66.701,1,0,1,0
2019-01-31 23,31.56.96.595,2,0,2,0
2019-01-31 23,31.56.96.649,2,0,2,0
2019-01-31 23,31.56.96.730,2,0,2,0
2019-01-31 23,54.36.149.849,1,0,1,0
2019-01-31 23,91.99.72.824,1,0,1,0
2019-01-31 23,40.77.167.965,5,0,5,0
2019-01-31 23,54.36.149.883,1,0,1,0
2019-01-31 23,40.77.167.1036,5,0,5,0
2019-01-31 23,91.99.72.922,1,0,1,0
2019-01-31 23,66.249.66.274,1,0,1,0
2019-01-31 23,40.77.167.223,5,0,5,0
2019-01-31 23,66.249.66.309,1,0,1,0
2019-01-31 23,40.77.167.285,5,0,5,0
2019-01-31 23,91.99.72.174,1,0,1,0
2019-01-31 23,54.36.149.246,1,0,1,0
2019-01-31 23,91.99.72.238,1,0,1,0
2019-01-31 23,91.99.72.291,1,0,1,0
2019-01-31 23,66.249.66.475,1,0,1,0
2019-01-31 23,54.36.149.361,1,0,1,0
2019-01-31 23,40.77.167.510,5,0,5,0
2019-01-31 23,91.99.72.440,1,0,1,0
2019-01-31 23,91.99.72.455,1,0,1,0
2019-01-31 23,40.77.167.596,5,0,5,0
2019-01-31 23,66.249.66.682,1,0,1,0
2019-01-31 23,54.36.149.614,1,0,1,0
2019-01-31 23,66.249.66.773,1,0,1,0
2019-01-31 23,54.36.149.659,1,0,1,0
2019-01-31 23,40.77.167.752,5,0,5,0
2019-01-31 23,31.56.96.695,2,0,2,0
2019-01-31 23,66.249.66.881,1,0,1,0
2019-01-31 23,66.249.66.897,1,0,1,0
2019-01-31 23,66.249.66.950,1,0,1,0
2019-01-31 23,40.77.167.887,5,0,5,0
2019-01-31 23,54.36.149.800,1,0,1,0
2019-01-31 23,40.77.167.900,5,0,5,0
2019-01-31 23,40.77.167.1003,5,0,5,0
2019-01-31 23,31.56.96.928,2,0,2,0
2019-01-31 23,66.249.66.1095,1,0,1,0
2019-01-31 23,31.56.96.957,2,0,2,0
2019-01-31 23,54.36.149.950,1,0,1,0
2019-01-31 23,54.36.149.971,1,0,1,0
2019-01-31 23,66.249.66.224,1,0,1,0
2019-01-31 23,54.36.149.101,1,0,1,0
2019-01-31 23,91.99.72.78,1,0,1,0
2019-01-31 23,54.36.149.136,1,0,1,0
2019-01-31 23,31.56.96.209,2,0,2,0
2019-01-31 23,54.36.149.257,1,0,1,0
2019-01-31 23,66.249.66.433,1,0,1,0
2019-01-31 23,31.56.96.369,2,0,2,0
2019-01-31 23,66.249.66.530,1,0,1,0
2019-01-31 23,31.56.96.394,2,0,2,0
2019-01-31 23,91.99.72.366,1,0,1,0
2019-01-31 23,66.249.66.556,1,0,1,0
2019-01-31 23,91.99.72.445,1,0,1,0
2019-01-31 23,91.99.72.467,1,0,1,0
2019-01-31 23,54.36.149.562,1,0,1,0
2019-01-31 23,31.56.96.668,2,0,2,0
2019-01-31 23,40.77.167.750,5,0,5,0
2019-01-31 23,91.99.72.648,1,0,1,0
2019-01-31 23,91.99.72.694,1,0,1,0
2019-01-31 23,31.56.96.748,2,0,2,0
2019-01-31 23,54.36.149.771,1,0,1,0
2019-01-31 23,66.249.66.936,1,0,1,0
2019-01-31 23,54.36.149.792,1,0,1,0
2019-01-31 23,66.249.66.973,1,0,1,0
2019-01-31 23,66.249.66.982,1,0,1,0
2019-01-31 23,66.249.66.1056,1,0,1,0
2019-01-31 23,91.99.72.882,1,0,1,0
2019-01-31 23,54.36.149.933,1,0,1,0
2019-01-31 23,66.249.66.1005,1,0,1,0
2019-01-31 23,31.56.96.130,2,0,2,0
2019-01-31 23,40.77.167.213,5,0,5,0
2019-01-31 23,54.36.149.276,1,0,1,0
2019-01-31 23,91.99.72.293,1,0,1,0
2019-01-31 23,40.77.167.443,5,0,5,0
2019-01-31 23,91.99.72.365,1,0,1,0
2019-01-31 23,40.77.167.480,5,0,5,0
2019-01-31 23,31.56.96.403,2,0,2,0
2019-01-31 23,91.99.72.389,1,0,1,0
2019-01-31 23,91.99.72.396,1,0,1,0
2019-01-31 23,66.249.66.592,1,0,1,0
2019-01-31 23,31.56.96.482,2,0,2,0
2019-01-31 23,31.56.96.521,2,0,2,0
2019-01-31 23,91.99.72.512,1,0,1,0
2019-01-31 23,40.77.167.637,5,0,5,0
2019-01-31 23,31.56.96.656,2,0,2,0
2019-01-31 23,91.99.72.628,1,0,1,0
2019-01-31 23,54.36.149.672,1,0,1,0
2019-01-31 23,31.56.96.808,2,0,2,0
2019-01-31 23,66.249.66.1019,1,0,1,0
2019-01-31 23,54.36.149.62,1,0,1,0
2019-01-31 23,40.77.167.150,5,0,5,0
2019-01-31 23,31.56.96.80,2,0,2,0
2019-01-31 23,66.249.66.264,1,0,1,0
2019-01-31 23,31.56.96.305,2,0,2,0
2019-01-31 23,31.56.96.323,2,0,2,0
2019-01-31 23,31.56.96.372,2,0,2,0
2019-01-31 23,91.99.72.390,1,0,1,0
2019-01-31 23,66.249.66.578,1,0,1,0
2019-01-31 23,31.56.96.469,2,0,2,0
2019-01-31 23,54.36.149.461,1,0,1,0
2019-01-31 23,40.77.167.695,5,0,5,0
2019-01-31 23,40.77.167.702,5,0,5,0
2019-01-31 23,54.36.149.827,1,0,1,0
2019-01-31 23,40.77.167.928,5,0,5,0
2019-01-31 23,40.77.167.933,5,0,5,0
2019-01-31 23,91.99.72.871,1,0,1,0
2019-01-31 23,40.77.167.1004,5,0,5,0
2019-01-31 23,31.56.96.895,2,0,2,0
2019-01-24 5,54.36.149.43,1,0,1,0
2019-01-31 23,91.99.72.52,1,0,1,0
2019-01-31 23,91.99.72.87,1,0,1,0
2019-01-31 23,91.99.72.130,1,0,1,0
2019-01-31 23,31.56.96.186,2,0,2,0
2019-01-31 23,31.56.96.224,2,0,2,0
2019-01-31 23,54.36.149.280,1,0,1,0
2019-01-31 23,91.99.72.299,1,0,1,0
2019-01-31 23,66.249.66.537,1,0,1,0
2019-01-31 23,54.36.149.406,1,0,1,0
2019-01-31 23,91.99.72.406,1,0,1,0
2019-01-31 23,66.249.66.632,1,0,1,0
2019-01-31 23,54.36.149.525,1,0,1,0
2019-01-31 23,40.77.167.675,5,0,5,0
2019-01-31 23,31.56.96.602,2,0,2,0
2019-01-31 23,54.36.149.657,1,0,1,0
2019-01-31 23,31.56.96.683,2,0,2,0
2019-01-31 23,91.99.72.657,1,0,1,0
2019-01-31 23,91.99.72.759,1,0,1,0
2019-01-31 23,91.99.72.877,1,0,1,0
2019-01-31 23,54.36.149.942,1,0,1,0
2019-01-31 23,31.56.96.982,2,0,2,0
2019-01-31 20,91.99.72.32,1,0,1,0
2019-01-31 23,40.77.167.203,5,0,5,0
2019-01-31 23,31.56.96.244,2,0,2,0
2019-01-31 23,91.99.72.256,1,0,1,0
2019-01-31 23,66.249.66.455,1,0,1,0
2019-01-31 23,40.77.167.435,5,0,5,0
2019-01-31 23,91.99.72.327,1,0,1,0
2019-01-31 23,54.36.149.374,1,0,1,0
2019-01-31 23,40.77.167.575,5,0,5,0
2019-01-31 23,40.77.167.622,5,0,5,0
2019-01-31 23,66.249.66.697,1,0,1,0
2019-01-31 23,91.99.72.565,1,0,1,0
2019-01-31 23,31.56.96.605,2,0,2,0
2019-01-31 23,54.36.149.626,1,0,1,0
2019-01-31 23,40.77.167.733,5,0,5,0
2019-01-31 23,66.249.66.878,1,0,1,0
2019-01-31 23,66.249.66.915,1,0,1,0
2019-01-31 23,54.36.149.776,1,0,1,0
2019-01-31 23,91.99.72.754,1,0,1,0
2019-01-31 23,54.36.149.831,1,0,1,0
2019-01-31 23,40.77.167.984,5,0,5,0
2019-01-31 23,40.77.167.1039,5,0,5,0
2019-01-31 23,66.249.66.220,1,0,1,0
2019-01-31 23,31.56.96.82,2,0,2,0
2019-01-31 23,40.77.167.208,5,0,5,0
2019-01-31 23,66.249.66.341,1,0,1,0
2019-01-31 23,91.99.72.188,1,0,1,0
2019-01-31 23,54.36.149.248,1,0,1,0
2019-01-31 23,40.77.167.477,5,0,5,0
2019-01-31 23,31.56.96.475,2,0,2,0
2019-01-31 23,66.249.66.721,1,0,1,0
2019-01-31 23,40.77.167.670,5,0,5,0
2019-01-31 23,31.56.96.603,2,0,2,0
2019-01-31 23,66.249.66.747,1,0,1,0
2019-01-31 23,91.99.72.710,1,0,1,0
2019-01-31 23,54.36.149.746,1,0,1,0
2019-01-31 23,40.77.167.945,5,0,5,0
2019-01-31 23,66.249.66.1022,1,0,1,0
2019-01-31 23,66.249.66.1096,1,0,1,0
2019-01-22 3,54.36.148.32,940,940,0,0
2019-01-31 23,91.99.72.59,1,0,1,0
2019-01-31 23,54.36.149.144,1,0,1,0
2019-01-31 23,66.249.66.352,1,0,1,0
2019-01-31 23,31.56.96.264,2,0,2,0
2019-01-31 23,66.249.66.413,1,0,1,0
2019-01-31 23,54.36.149.282,1,0,1,0
2019-01-31 23,40.77.167.402,5,0,5,0
2019-01-31 23,66.249.66.484,1,0,1,0
2019-01-31 23,66.249.66.487,1,0,1,0
2019-01-31 23,54.36.149.336,1,0,1,0
2019-01-31 23,91.99.72.313,1,0,1,0
2019-01-31 23,66.249.66.543,1,0,1,0
2019-01-31 23,54.36.149.497,1,0,1,0
2019-01-31 23,40.77.167.601,5,0,5,0
2019-01-31 23,40.77.167.634,5,0,5,0
2019-01-31 23,91.99.72.538,1,0,1,0
2019-01-31 23,40.77.167.794,5,0,5,0
2019-01-31 23,91.99.72.690,1,0,1,0
2019-01-31 23,40.77.167.815,5,0,5,0
2019-01-31 23,40.77.167.816,5,0,5,0
2019-01-31 23,31.56.96.778,2,0,2,0
2019-01-31 23,31.56.96.788,2,0,2,0
2019-01-31 23,31.56.96.867,2,0,2,0
2019-01-31 23,91.99.72.864,1,0,1,0
2019-01-31 23,31.56.96.886,2,0,2,0
2019-01-31 23,31.56.96.896,2,0,2,0
2019-01-31 23,31.56.96.123,2,0,2,0
2019-01-31 23,40.77.167.239,5,0,5,0
2019-01-31 23,31.56.96.270,2,0,2,0
2019-01-31 23,40.77.167.394,5,0,5,0
2019-01-31 23,91.99.72.296,1,0,1,0
2019-01-31 23,54.36.149.346,1,0,1,0
2019-01-31 23,40.77.167.452,5,0,5,0
2019-01-31 23,40.77.167.473,5,0,5,0
2019-01-31 23,40.77.167.544,5,0,5,0
2019-01-31 23,31.56.96.494,2,0,2,0
2019-01-31 23,91.99.72.498,1,0,1,0
2019-01-31 23,66.249.66.725,1,0,1,0
2019-01-31 23,40.77.167.666,5,0,5,0
2019-01-31 23,31.56.96.642,2,0,2,0
2019-01-31 23,91.99.72.633,1,0,1,0
2019-01-31 23,31.56.96.682,2,0,2,0
2019-01-31 23,91.99.72.696,1,0,1,0
2019-01-31 23,31.56.96.865,2,0,2,0
2019-01-31 23,54.36.149.867,1,0,1,0
2019-01-31 23,40.77.167.1060,5,0,5,0
2019-01-31 23,66.249.66.1011,1,0,1,0
2019-01-31 23,54.36.149.112,1,0,1,0
2019-01-31 23,40.77.167.205,5,0,5,0
2019-01-31 23,31.56.96.142,2,0,2,0
2019-01-31 23,40.77.167.249,5,0,5,0
2019-01-31 23,40.77.167.276,5,0,5,0
2019-01-31 23,54.36.149.269,1,0,1,0
2019-01-31 23,31.56.96.301,2,0,2,0
2019-01-31 23,91.99.72.325,1,0,1,0
2019-01-31 23,91.99.72.361,1,0,1,0
2019-01-31 23,31.56.96.442,2,0,2,0
2019-01-31 23,66.249.66.609,1,0,1,0
2019-01-31 23,31.56.96.487,2,0,2,0
2019-01-31 23,54.36.149.505,1,0,1,0
2019-01-31 23,54.36.149.524,1,0,1,0
2019-01-31 23,91.99.72.583,1,0,1,0
2019-01-31 23,40.77.167.706,5,0,5,0
2019-01-31 23,91.99.72.630,1,0,1,0
2019-01-31 23,40.77.167.823,5,0,5,0
2019-01-31 23,31.56.96.831,2,0,2,0
2019-01-31 23,31.56.96.841,2,0,2,0
2019-01-31 23,66.249.66.987,1,0,1,0
2019-01-31 23,91.99.72.855,1,0,1,0
2019-01-31 23,91.99.72.892,1,0,1,0
2019-01-31 23,66.249.66.1087,1,0,1,0
2019-01-31 23,40.77.167.1031,5,0,5,0
2019-01-31 15,66.249.66.206,1,0,1,0
2019-01-31 23,31.56.96.93,2,0,2,0
2019-01-31 23,54.36.149.119,1,0,1,0
2019-01-31 23,91.99.72.211,1,0,1,0
2019-01-31 23,91.99.72.247,1,0,1,0
2019-01-31 23,31.56.96.294,2,0,2,0
2019-01-31 23,31.56.96.321,2,0,2,0
2019-01-31 23,40.77.167.489,5,0,5,0
2019-01-31 23,54.36.149.409,1,0,1,0
2019-01-31 23,54.36.149.431,1,0,1,0
2019-01-31 23,31.56.96.480,2,0,2,0
2019-01-31 23,31.56.96.554,2,0,2,0
2019-01-31 23,31.56.96.604,2,0,2,0
2019-01-31 23,91.99.72.571,1,0,1,0
2019-01-31 23,66.249.66.775,1,0,1,0
2019-01-31 23,40.77.167.717,5,0,5,0
2019-01-31 23,91.99.72.616,1,0,1,0
2019-01-31 23,54.36.149.731,1,0,1,0
2019-01-31 23,40.77.167.872,5,0,5,0
2019-01-31 23,31.56.96.918,2,0,2,0
2019-01-31 23,40.77.167.1011,5,0,5,0
2019-01-22 3,207.46.13.136,10340,10340,0,0
2019-01-30 11,40.77.167.137,5,0,5,0
2019-01-31 21,40.77.167.147,5,0,5,0
2019-01-31 23,66.249.66.238,1,0,1,0
2019-01-31 23,91.99.72.198,1,0,1,0
2019-01-31 23,66.249.66.415,1,0,1,0
2019-01-31 23,66.249.66.424,1,0,1,0
2019-01-31 23,66.249.66.425,1,0,1,0
2019-01-31 23,91.99.72.250,1,0,1,0
2019-01-31 23,54.36.149.467,1,0,1,0
2019-01-31 23,91.99.72.481,1,0,1,0
2019-01-31 23,91.99.72.484,1,0,1,0
2019-01-31 23,31.56.96.539,2,0,2,0
2019-01-31 23,40.77.167.659,5,0,5,0
2019-01-31 23,31.56.96.686,2,0,2,0
2019-01-31 23,91.99.72.674,1,0,1,0
2019-01-31 23,66.249.66.884,1,0,1,0
2019-01-31 23,40.77.167.828,5,0,5,0
2019-01-31 23,66.249.66.947,1,0,1,0
2019-01-31 23,40.77.167.961,5,0,5,0
2019-01-31 23,66.249.66.1051,1,0,1,0
2019-01-31 23,91.99.72.886,1,0,1,0
2019-01-31 23,54.36.149.130,1,0,1,0
2019-01-31 23,40.77.167.229,5,0,5,0
2019-01-31 23,91.99.72.136,1,0,1,0
2019-01-31 23,54.36.149.210,1,0,1,0
2019-01-31 23,40.77.167.355,5,0,5,0
2019-01-31 23,91.99.72.284,1,0,1,0
2019-01-31 23,31.56.96.329,2,0,2,0
2019-01-31 23,40.77.167.409,5,0,5,0
2019-01-31 23,40.77.167.505,5,0,5,0
2019-01-31 23,66.249.66.582,1,0,1,0
2019-01-31 23,54.36.149.454,1,0,1,0
2019-01-31 23,54.36.149.455,1,0,1,0
2019-01-31 23,40.77.167.627,5,0,5,0
2019-01-31 23,91.99.72.566,1,0,1,0
2019-01-31 23,54.36.149.602,1,0,1,0
2019-01-31 23,66.249.66.965,1,0,1,0
2019-01-31 23,40.77.167.929,5,0,5,0
2019-01-31 23,54.36.149.843,1,0,1,0
2019-01-31 23,91.99.72.860,1,0,1,0
2019-01-31 23,91.99.72.875,1,0,1,0
2019-01-31 23,91.99.72.897,1,0,1,0
2019-01-31 23,66.249.66.1076,1,0,1,0
2019-01-31 23,31.56.96.939,2,0,2,0
2019-01-31 23,40.77.167.164,5,0,5,0
2019-01-31 23,31.56.96.87,2,0,2,0
2019-01-31 23,40.77.167.167,5,0,5,0
2019-01-31 23,66.249.66.300,1,0,1,0
2019-01-31 23,54.36.149.176,1,0,1,0
2019-01-31 23,31.56.96.249,2,0,2,0
2019-01-31 23,91.99.72.285,1,0,1,0
2019-01-31 23,66.249.66.533,1,0,1,0
2019-01-31 23,31.56.96.466,2,0,2,0
2019-01-31 23,40.77.167.564,5,0,5,0
2019-01-31 23,66.249.66.668,1,0,1,0
2019-01-31 23,40.77.167.609,5,0,5,0
2019-01-31 23,40.77.167.770,5,0,5,0
2019-01-31 23,54.36.149.691,1,0,1,0
2019-01-31 23,40.77.167.813,5,0,5,0
2019-01-31 23,31.56.96.745,2,0,2,0
2019-01-31 23,66.249.66.970,1,0,1,0
2019-01-31 23,66.249.66.996,1,0,1,0
2019-01-31 23,54.36.149.884,1,0,1,0
2019-01-31 23,54.36.149.909,1,0,1,0
2019-01-31 23,40.77.167.212,5,0,5,0
2019-01-31 23,54.36.149.139,1,0,1,0
2019-01-31 23,40.77.167.258,5,0,5,0
2019-01-31 23,31.56.96.240,2,0,2,0
2019-01-31 23,31.56.96.252,2,0,2,0
2019-01-31 23,40.77.167.371,5,0,5,0
2019-01-31 23,40.77.167.393,5,0,5,0
2019-01-31 23,66.249.66.531,1,0,1,0
2019-01-31 23,54.36.149.387,1,0,1,0
2019-01-31 23,91.99.72.375,1,0,1,0
2019-01-31 23,66.249.66.604,1,0,1,0
2019-01-31 23,66.249.66.663,1,0,1,0
2019-01-31 23,31.56.96.552,2,0,2,0
2019-01-31 23,31.56.96.629,2,0,2,0
2019-01-31 23,91.99.72.594,1,0,1,0
2019-01-31 23,91.99.72.624,1,0,1,0
2019-01-31 23,66.249.66.861,1,0,1,0
2019-01-31 23,54.36.149.848,1,0,1,0
2019-01-31 23,40.77.167.1023,5,0,5,0
2019-01-31 23,40.77.167.1037,5,0,5,0
2019-01-26 7,91.99.72.19,1,0,1,0
2019-01-31 23,31.56.96.131,2,0,2,0
2019-01-31 23,91.99.72.119,1,0,1,0
2019-01-31 23,66.249.66.311,1,0,1,0
2019-01-31 23,66.249.66.315,1,0,1,0
2019-01-31 23,40.77.167.267,5,0,5,0
2019-01-31 23,31.56.96.441,2,0,2,0
2019-01-31 23,40.77.167.738,5,0,5,0
2019-01-31 23,40.77.167.804,5,0,5,0
2019-01-31 23,54.36.149.777,1,0,1,0
2019-01-31 23,66.249.66.937,1,0,1,0
2019-01-31 23,54.36.149.794,1,0,1,0
2019-01-31 23,91.99.72.800,1,0,1,0
2019-01-31 23,40.77.167.926,5,0,5,0
2019-01-31 23,31.56.96.862,2,0,2,0
2019-01-31 23,54.36.149.856,1,0,1,0
2019-01-31 23,40.77.167.962,5,0,5,0
2019-01-31 23,54.36.149.907,1,0,1,0
2019-01-31 23,66.249.66.1086,1,0,1,0
2019-01-31 23,66.249.66.1094,1,0,1,0
2019-01-31 23,54.36.149.960,1,0,1,0
2019-01-31 23,91.99.72.937,1,0,1,0
2019-01-31 23,31.56.96.193,2,0,2,0
2019-01-31 23,40.77.167.460,5,0,5,0
2019-01-31 23,40.77.167.463,5,0,5,0
2019-01-31 23,91.99.72.363,1,0,1,0
2019-01-31 23,66.249.66.545,1,0,1,0
2019-01-31 23,91.99.72.379,1,0,1,0
2019-01-31 23,40.77.167.539,5,0,5,0
2019-01-31 23,66.249.66.607,1,0,1,0
2019-01-31 23,40.77.167.557,5,0,5,0
2019-01-31 23,54.36.149.522,1,0,1,0
2019-01-31 23,31.56.96.607,2,0,2,0
2019-01-31 23,31.56.96.661,2,0,2,0
2019-01-31 23,31.56.96.680,2,0,2,0
2019-01-31 23,66.249.66.836,1,0,1,0
2019-01-31 23,31.56.96.772,2,0,2,0
2019-01-31 23,40.77.167.873,5,0,5,0
2019-01-31 23,66.249.66.1070,1,0,1,0
2019-01-31 23,54.36.149.918,1,0,1,0
2019-01-31 23,54.36.149.924,1,0,1,0
2019-01-31 23,66.249.66.1012,1,0,1,0
2019-01-31 23,31.56.96.875,2,0,2,0
2019-01-22 3,173.249.54.67,5640,5640,0,0
2019-01-22 3,46.224.77.32,3760,3760,0,0
2019-01-31 23,31.56.96.77,2,0,2,0
2019-01-31 23,31.56.96.106,2,0,2,0
2019-01-31 23,54.36.149.155,1,0,1,0
2019-01-31 23,54.36.149.158,1,0,1,0
2019-01-31 23,31.56.96.267,2,0,2,0
2019-01-31 23,91.99.72.239,1,0,1,0
2019-01-31 23,54.36.149.301,1,0,1,0
2019-01-31 23,66.249.66.461,1,0,1,0
2019-01-31 23,66.249.66.464,1,0,1,0
2019-01-31 23,66.249.66.529,1,0,1,0
2019-01-31 23,40.77.167.482,5,0,5,0
2019-01-31 23,54.36.149.396,1,0,1,0
2019-01-31 23,40.77.167.486,5,0,5,0
2019-01-31 23,31.56.96.411,2,0,2,0
2019-01-31 23,40.77.167.597,5,0,5,0
2019-01-31 23,31.56.96.565,2,0,2,0
2019-01-31 23,31.56.96.583,2,0,2,0
2019-01-31 23,54.36.149.622,1,0,1,0
2019-01-31 23,91.99.72.615,1,0,1,0
2019-01-31 23,54.36.149.747,1,0,1,0
2019-01-31 23,31.56.96.793,2,0,2,0
2019-01-31 23,91.99.72.774,1,0,1,0
2019-01-31 23,54.36.149.900,1,0,1,0
2019-01-31 23,66.249.66.1061,1,0,1,0
2019-01-31 23,31.56.96.933,2,0,2,0
2019-01-31 23,40.77.167.1059,5,0,5,0
2019-01-31 14,54.36.149.52,1,0,1,0
2019-01-31 15,91.99.72.27,1,0,1,0
2019-01-31 23,31.56.96.76,2,0,2,0
2019-01-31 23,66.249.66.242,1,0,1,0
2019-01-31 23,31.56.96.107,2,0,2,0
2019-01-31 23,91.99.72.139,1,0,1,0
2019-01-31 23,91.99.72.165,1,0,1,0
2019-01-31 23,54.36.149.211,1,0,1,0
2019-01-31 23,54.36.149.275,1,0,1,0
2019-01-31 23,31.56.96.293,2,0,2,0
2019-01-31 23,66.249.66.439,1,0,1,0
2019-01-31 23,66.249.66.479,1,0,1,0
2019-01-31 23,54.36.149.360,1,0,1,0
2019-01-31 23,66.249.66.528,1,0,1,0
2019-01-31 23,66.249.66.565,1,0,1,0
2019-01-31 23,91.99.72.412,1,0,1,0
2019-01-31 23,54.36.149.479,1,0,1,0
2019-01-31 23,66.249.66.653,1,0,1,0
2019-01-31 23,54.36.149.535,1,0,1,0
2019-01-31 23,91.99.72.528,1,0,1,0
2019-01-31 23,54.36.149.555,1,0,1,0
2019-01-31 23,31.56.96.573,2,0,2,0
2019-01-31 23,40.77.167.652,5,0,5,0
2019-01-31 23,40.77.167.654,5,0,5,0
2019-01-31 23,31.56.96.625,2,0,2,0
2019-01-31 23,91.99.72.596,1,0,1,0
2019-01-31 23,91.99.72.632,1,0,1,0
2019-01-31 23,66.249.66.825,1,0,1,0
2019-01-31 23,54.36.149.701,1,0,1,0
2019-01-31 23,31.56.96.807,2,0,2,0
2019-01-31 23,66.249.66.981,1,0,1,0
2019-01-31 23,66.249.66.995,1,0,1,0
2019-01-31 23,54.36.149.921,1,0,1,0
2019-01-31 23,66.249.66.1004,1,0,1,0
2019-01-31 23,91.99.72.168,1,0,1,0
2019-01-31 23,40.77.167.387,5,0,5,0
2019-01-31 23,91.99.72.486,1,0,1,0
2019-01-31 23,91.99.72.507,1,0,1,0
2019-01-31 23,54.36.149.558,1,0,1,0
2019-01-31 23,66.249.66.743,1,0,1,0
2019-01-31 23,40.77.167.697,5,0,5,0
2019-01-31 23,40.77.167.728,5,0,5,0
2019-01-31 23,40.77.167.736,5,0,5,0
2019-01-31 23,66.249.66.811,1,0,1,0
2019-01-31 23,91.99.72.660,1,0,1,0
2019-01-31 23,54.36.149.695,1,0,1,0
2019-01-31 23,40.77.167.836,5,0,5,0
2019-01-31 23,40.77.167.879,5,0,5,0
2019-01-31 23,91.99.72.942,1,0,1,0
2019-01-28 9,31.56.96.57,2,0,2,0
2019-01-31 23,54.36.149.149,1,0,1,0
2019-01-31 23,54.36.149.221,1,0,1,0
2019-01-31 23,31.56.96.245,2,0,2,0
2019-01-31 23,66.249.66.438,1,0,1,0
2019-01-31 23,91.99.72.322,1,0,1,0
2019-01-31 23,91.99.72.446,1,0,1,0
2019-01-31 23,66.249.66.644,1,0,1,0
2019-01-31 23,40.77.167.619,5,0,5,0
2019-01-31 23,91.99.72.563,1,0,1,0
2019-01-31 23,91.99.72.578,1,0,1,0
2019-01-31 23,66.249.66.786,1,0,1,0
2019-01-31 23,54.36.149.647,1,0,1,0
2019-01-31 23,31.56.96.741,2,0,2,0
2019-01-31 23,66.249.66.887,1,0,1,0
2019-01-31 23,54.36.149.789,1,0,1,0
2019-01-31 23,40.77.167.888,5,0,5,0
2019-01-31 23,40.77.167.893,5,0,5,0
2019-01-31 23,91.99.72.782,1,0,1,0
2019-01-31 23,91.99.72.41,1,0,1,0
2019-01-31 23,91.99.72.70,1,0,1,0
2019-01-31 23,66.249.66.308,1,0,1,0
2019-01-31 23,91.99.72.197,1,0,1,0
2019-01-31 23,91.99.72.255,1,0,1,0
2019-01-31 23,91.99.72.326,1,0,1,0
2019-01-31 23,40.77.167.441,5,0,5,0
2019-01-31 23,54.36.149.419,1,0,1,0
2019-01-31 23,66.249.66.629,1,0,1,0
2019-01-31 23,66.249.66.650,1,0,1,0
2019-01-31 23,66.249.66.727,1,0,1,0
2019-01-31 23,66.249.66.822,1,0,1,0
2019-01-31 23,40.77.167.764,5,0,5,0
2019-01-31 23,40.77.167.766,5,0,5,0
2019-01-31 23,40.77.167.772,5,0,5,0
2019-01-31 23,40.77.167.806,5,0,5,0
2019-01-31 23,54.36.149.732,1,0,1,0
2019-01-31 23,31.56.96.742,2,0,2,0
2019-01-31 23,40.77.167.841,5,0,5,0
2019-01-31 23,40.77.167.884,5,0,5,0
2019-01-31 23,91.99.72.790,1,0,1,0
2019-01-31 23,91.99.72.791,1,0,1,0
2019-01-31 23,31.56.96.842,2,0,2,0
2019-01-31 23,91.99.72.810,1,0,1,0
2019-01-31 23,40.77.167.981,5,0,5,0
2019-01-31 23,54.36.149.899,1,0,1,0
2019-01-31 23,91.99.72.924,1,0,1,0
2019-01-22 3,5.62.206.249,940,940,0,0
2019-01-31 23,91.99.72.37,1,0,1,0
2019-01-31 23,40.77.167.376,5,0,5,0
