day_hour,clientip,count_Row,Get,Post,Head
2019-01-22 1,91.99.72.769,1,1,0,0
2019-01-11 3,178.253.33.51,1,1,0,0
2019-01-22 7,2.177.12.114,1,1,0,0
2019-01-22 1,2.177.12.176,1,1,0,0
2019-01-22 8,2.177.12.427,1,1,0,0
2019-01-22 5,2.177.12.679,1,1,0,0
2019-01-22 6,2.177.12.734,1,1,0,0
2019-01-22 4,2.177.12.933,1,1,0,0
2019-01-22 8,2.177.12.941,1,1,0,0
2019-01-22 7,2.179.141.173,1,0,1,0
2019-01-22 9,2.179.141.265,1,0,1,0
2019-01-22 1,204.18.198.183,1,1,0,0
2019-01-16 8,204.18.198.248,1,0,1,0
2019-01-22 5,204.18.198.520,1,1,0,0
2019-01-22 10,204.18.198.700,1,1,0,0
2019-01-22 5,204.18.198.705,1,1,0,0
2019-01-22 11,207.46.13.360,1,1,0,0
2019-01-22 3,207.46.13.587,1,1,0,0
2019-01-22 11,207.46.13.767,1,1,0,0
2019-01-22 5,207.46.13.867,1,1,0,0
2019-01-22 7,207.46.13.944,1,1,0,0
2019-01-22 4,207.46.13.963,1,1,0,0
2019-01-22 5,31.56.96.185,1,1,0,0
2019-01-22 1,31.56.96.283,1,1,0,0
2019-01-22 7,31.56.96.567,1,1,0,0
2019-01-22 3,31.56.96.818,1,1,0,0
2019-01-22 3,40.77.167.193,1,1,0,0
2019-01-22 10,40.77.167.232,1,1,0,0
2019-01-22 3,40.77.167.329,1,1,0,0
2019-01-22 3,40.77.167.915,1,1,0,0
2019-01-22 11,5.209.200.275,1,1,0,0
2019-01-22 1,5.209.200.323,1,1,0,0
2019-01-22 11,5.209.200.464,1,1,0,0
2019-01-22 8,5.209.200.533,1,1,0,0
2019-01-22 3,5.209.200.56,1,1,0,0
2019-01-22 7,5.209.200.562,1,1,0,0
2019-01-22 11,5.209.200.946,1,1,0,0
2019-01-22 8,5.211.97.237,1,1,0,0
2019-01-22 0,5.211.97.293,1,1,0,0
2019-01-22 3,5.211.97.658,1,1,0,0
2019-01-22 11,5.211.97.725,1,1,0,0
2019-01-22 7,5.211.97.957,1,1,0,0
2019-01-22 5,5.211.97.994,1,1,0,0
2019-01-30 1,5.62.206.269,1,1,0,0
2019-01-29 0,5.62.206.641,1,1,0,0
2019-01-21 9,5.62.206.797,1,1,0,0
2019-01-11 4,5.62.206.808,1,1,0,0
2019-01-25 5,5.62.206.820,1,1,0,0
2019-01-26 10,5.62.206.836,1,1,0,0
2019-01-31 9,5.62.206.836,1,1,0,0
2019-01-17 11,5.62.206.867,1,1,0,0
2019-01-22 6,5.78.198.290,1,1,0,0
2019-01-22 10,5.78.198.353,1,0,1,0
2019-01-22 3,5.78.198.626,2,1,1,0
2019-01-30 11,54.36.148.203,1,1,0,0
2019-01-25 10,54.36.148.266,1,1,0,0
2019-01-22 3,54.36.148.388,1,1,0,0
2019-01-11 4,54.36.148.407,1,1,0,0
2019-01-24 8,54.36.148.492,1,1,0,0
2019-01-14 10,54.36.148.494,1,1,0,0
2019-01-22 4,54.36.148.5,1,1,0,0
2019-01-29 0,54.36.148.696,1,1,0,0
2019-01-22 1,54.36.148.707,1,1,0,0
2019-01-22 8,54.36.148.719,1,1,0,0
2019-01-22 4,54.36.148.741,1,1,0,0
2019-01-27 8,54.36.148.807,1,1,0,0
2019-01-24 7,54.36.148.829,1,1,0,0
2019-01-20 5,54.36.148.839,1,1,0,0
2019-01-30 4,54.36.148.859,1,1,0,0
2019-01-13 3,66.111.54.249,4,4,0,0
2019-01-22 1,66.111.54.28,1,1,0,0
2019-01-22 7,66.111.54.32,2,2,0,0
2019-01-22 4,66.111.54.389,1,1,0,0
2019-01-22 5,66.111.54.428,1,1,0,0
2019-01-22 0,66.111.54.489,1,1,0,0
2019-01-22 8,66.111.54.541,1,1,0,0
2019-01-22 9,66.111.54.723,1,1,0,0
2019-01-22 11,66.111.54.90,2,2,0,0
2019-01-22 6,66.111.54.907,1,1,0,0
2019-01-22 6,66.249.66.107,2,2,0,0
2019-01-22 10,66.249.66.11,1,1,0,0
2019-01-10 1,66.249.66.194,1,0,1,0
2019-01-22 10,66.249.66.235,1,1,0,0
2019-01-22 9,66.249.66.268,1,0,1,0
2019-01-22 9,66.249.66.381,1,1,0,0
2019-01-22 4,66.249.66.392,2,1,1,0
2019-01-22 8,66.249.66.396,2,2,0,0
2019-01-22 6,66.249.66.408,1,1,0,0
2019-01-22 0,66.249.66.414,1,1,0,0
2019-01-22 3,66.249.66.525,1,1,0,0
2019-01-22 11,66.249.66.54,2,2,0,0
2019-01-22 6,66.249.66.591,1,1,0,0
2019-01-22 9,66.249.66.814,1,1,0,0
2019-01-22 6,66.249.66.928,2,2,0,0
2019-01-22 7,66.249.66.93,1,1,0,0
2019-01-22 7,91.99.72.267,1,1,0,0
2019-01-22 5,91.99.72.312,1,1,0,0
2019-01-22 2,91.99.72.371,1,1,0,0
2019-01-22 8,91.99.72.400,1,1,0,0
2019-01-22 9,91.99.72.442,1,1,0,0
2019-01-22 0,91.99.72.473,1,1,0,0
2019-01-22 9,91.99.72.50,1,1,0,0
2019-01-22 6,91.99.72.53,1,1,0,0
2019-01-22 5,91.99.72.565,1,1,0,0
2019-01-22 1,91.99.72.619,2,2,0,0
2019-01-22 6,91.99.72.649,1,0,1,0
2019-01-22 2,91.99.72.790,1,1,0,0
2019-01-22 9,91.99.72.80,1,1,0,0
2019-01-22 10,91.99.72.94,2,1,1,0
2019-01-22 0,2.177.12.299,1,1,0,0
2019-01-22 1,2.177.12.795,1,1,0,0
2019-01-22 2,207.46.13.774,1,1,0,0
2019-01-22 2,40.77.167.645,1,1,0,0
2019-01-22 4,5.209.200.972,1,1,0,0
2019-01-22 5,5.211.97.337,1,1,0,0
2019-01-22 7,5.211.97.612,1,1,0,0
2019-01-28 8,5.62.206.995,1,1,0,0
2019-01-22 2,5.78.198.657,1,0,1,0
2019-01-22 0,5.78.198.958,1,1,0,0
2019-01-22 4,5.78.198.988,1,1,0,0
2019-01-22 10,54.36.148.295,1,1,0,0
2019-01-22 3,66.111.54.888,1,1,0,0
2019-01-22 2,66.249.66.472,2,2,0,0
2019-01-22 5,66.249.66.494,1,1,0,0
2019-01-22 0,66.249.66.618,1,1,0,0
2019-01-22 7,66.249.66.626,2,2,0,0
2019-01-22 3,66.249.66.659,2,2,0,0
2019-01-22 3,66.249.66.667,3,3,0,0
2019-01-22 5,66.249.66.673,1,1,0,0
2019-01-22 4,66.249.66.737,1,1,0,0
2019-01-22 8,66.249.66.756,1,1,0,0
2019-01-22 2,66.249.66.948,2,2,0,0
2019-01-22 3,66.249.66.96,1,1,0,0
2019-01-22 6,66.249.66.965,1,1,0,0
2019-01-22 7,91.99.72.15,1,0,1,0
2019-01-22 4,91.99.72.159,1,1,0,0
2019-01-22 6,91.99.72.217,1,0,1,0
2019-01-22 8,91.99.72.435,1,1,0,0
2019-01-22 10,91.99.72.560,1,1,0,0
2019-01-22 6,91.99.72.785,1,1,0,0
2019-01-22 4,91.99.72.92,1,1,0,0
2019-01-22 2,2.177.12.132,1,1,0,0
2019-01-26 3,2.177.12.140,1,1,0,0
2019-01-22 0,2.177.12.223,1,1,0,0
2019-01-22 2,2.177.12.290,1,1,0,0
2019-01-22 10,2.177.12.293,1,1,0,0
2019-01-22 9,2.177.12.308,1,1,0,0
2019-01-22 6,2.177.12.339,1,1,0,0
2019-01-22 9,2.177.12.347,2,2,0,0
2019-01-22 5,2.177.12.39,1,1,0,0
2019-01-22 2,2.177.12.406,1,1,0,0
2019-01-22 6,2.177.12.523,2,2,0,0
2019-01-22 4,2.177.12.58,1,1,0,0
2019-01-22 11,2.177.12.683,1,1,0,0
2019-01-22 5,2.177.12.788,1,1,0,0
2019-01-22 0,2.177.12.816,1,1,0,0
2019-01-22 6,2.177.12.84,1,1,0,0
2019-01-22 6,2.177.12.86,1,1,0,0
2019-01-22 3,2.177.12.968,1,1,0,0
2019-01-22 10,2.179.141.172,1,0,1,0
2019-01-22 9,2.179.141.373,1,0,1,0
2019-01-22 5,2.179.141.615,1,0,1,0
2019-01-22 10,2.179.141.693,1,0,1,0
2019-01-22 0,2.179.141.766,1,0,1,0
2019-01-22 7,2.179.141.877,1,0,1,0
2019-01-14 4,204.18.198.248,1,0,1,0
2019-01-21 2,204.18.198.248,1,0,1,0
2019-01-22 8,204.18.198.446,1,1,0,0
2019-01-22 8,204.18.198.838,1,1,0,0
2019-01-22 5,207.46.13.230,1,1,0,0
2019-01-22 2,207.46.13.259,1,1,0,0
2019-01-22 5,207.46.13.300,1,1,0,0
2019-01-22 2,207.46.13.876,1,1,0,0
2019-01-22 6,31.56.96.289,1,1,0,0
2019-01-22 11,31.56.96.520,1,1,0,0
2019-01-22 6,31.56.96.609,1,1,0,0
2019-01-22 2,31.56.96.65,1,1,0,0
2019-01-22 11,31.56.96.925,1,1,0,0
2019-01-22 6,40.77.167.621,1,1,0,0
2019-01-22 5,40.77.167.834,1,1,0,0
2019-01-14 3,5.209.200.218,2,2,0,0
2019-01-20 3,5.209.200.218,2,2,0,0
2019-01-22 9,5.209.200.31,1,1,0,0
2019-01-22 6,5.209.200.393,1,1,0,0
2019-01-22 9,5.209.200.521,1,1,0,0
2019-01-22 1,5.209.200.799,1,1,0,0
2019-01-22 3,5.211.97.104,1,1,0,0
2019-01-22 4,5.211.97.220,1,1,0,0
2019-01-22 7,5.211.97.317,1,1,0,0
2019-01-22 4,5.211.97.35,1,1,0,0
2019-01-22 4,5.211.97.388,1,1,0,0
2019-01-22 11,5.211.97.510,1,1,0,0
2019-01-22 6,5.211.97.606,1,1,0,0
2019-01-22 8,5.211.97.680,1,1,0,0
2019-01-22 3,5.211.97.749,1,1,0,0
2019-01-22 1,5.211.97.977,1,1,0,0
2019-01-11 10,5.62.206.1,1,1,0,0
2019-01-10 1,5.62.206.17,1,1,0,0
2019-01-23 3,5.62.206.330,1,1,0,0
2019-01-12 10,5.62.206.379,1,1,0,0
2019-01-15 6,5.62.206.465,1,1,0,0
2019-01-20 5,5.62.206.554,1,1,0,0
2019-01-30 7,5.62.206.81,1,1,0,0
2019-01-20 7,5.62.206.84,1,1,0,0
2019-01-22 11,5.78.198.172,1,1,0,0
2019-01-22 0,5.78.198.232,1,0,1,0
2019-01-22 8,5.78.198.270,2,1,1,0
2019-01-22 1,5.78.198.291,1,0,1,0
2019-01-22 5,5.78.198.378,1,1,0,0
2019-01-22 7,5.78.198.869,1,1,0,0
2019-01-22 0,5.78.198.87,1,1,0,0
2019-01-22 1,54.36.148.294,1,1,0,0
2019-01-22 0,54.36.148.362,1,1,0,0
2019-01-22 9,54.36.148.478,1,1,0,0
2019-01-30 11,54.36.148.738,1,1,0,0
2019-01-22 1,54.36.148.872,1,1,0,0
2019-01-13 9,54.36.148.893,1,1,0,0
2019-01-22 0,66.111.54.158,1,1,0,0
2019-01-22 7,66.111.54.213,2,2,0,0
2019-01-22 11,66.111.54.267,1,1,0,0
2019-01-22 4,66.111.54.305,1,1,0,0
2019-01-22 2,66.111.54.337,1,1,0,0
2019-01-22 9,66.111.54.612,2,2,0,0
2019-01-22 7,66.111.54.790,1,1,0,0
2019-01-22 7,66.111.54.825,1,1,0,0
2019-01-22 5,66.111.54.869,1,1,0,0
2019-01-22 9,66.111.54.884,1,1,0,0
2019-01-20 3,66.249.64.66,1,1,0,0
2019-01-22 3,66.249.66.103,1,1,0,0
2019-01-20 1,66.249.66.194,1,0,1,0
2019-01-22 6,66.249.66.228,1,1,0,0
2019-01-22 10,66.249.66.497,1,0,1,0
2019-01-22 6,66.249.66.503,1,1,0,0
2019-01-22 8,66.249.66.521,2,2,0,0
2019-01-22 10,66.249.66.562,1,1,0,0
2019-01-22 1,66.249.66.612,2,1,1,0
2019-01-22 9,66.249.66.632,2,2,0,0
2019-01-22 7,66.249.66.647,1,1,0,0
2019-01-22 10,66.249.66.723,2,2,0,0
2019-01-22 8,66.249.66.733,2,2,0,0
2019-01-22 4,66.249.66.809,1,1,0,0
2019-01-22 3,66.249.66.959,1,1,0,0
2019-01-22 9,66.249.66.964,2,2,0,0
2019-01-22 8,66.249.66.978,2,2,0,0
2019-01-22 2,91.99.72.130,1,0,1,0
2019-01-22 2,91.99.72.168,1,1,0,0
2019-01-22 4,91.99.72.192,1,1,0,0
2019-01-22 0,91.99.72.311,1,0,1,0
2019-01-22 1,91.99.72.329,1,1,0,0
2019-01-22 8,91.99.72.366,1,0,1,0
2019-01-22 4,91.99.72.588,1,1,0,0
2019-01-22 7,91.99.72.633,1,0,1,0
2019-01-22 0,91.99.72.682,1,1,0,0
2019-01-22 4,91.99.72.753,1,1,0,0
2019-01-22 7,91.99.72.840,1,0,1,0
2019-01-22 10,91.99.72.889,1,1,0,0
2019-01-22 2,91.99.72.955,1,0,1,0
2019-01-22 0,5.211.97.285,1,1,0,0
2019-01-22 2,5.78.198.775,1,1,0,0
2019-01-22 2,66.111.54.390,1,1,0,0
2019-01-22 3,66.111.54.494,1,1,0,0
2019-01-22 4,66.111.54.667,1,1,0,0
2019-01-22 2,66.249.66.149,1,0,1,0
2019-01-22 1,66.249.66.227,1,1,0,0
2019-01-22 5,66.249.66.256,1,1,0,0
2019-01-22 3,66.249.66.294,1,1,0,0
2019-01-22 1,66.249.66.57,2,2,0,0
2019-01-22 5,66.249.66.652,1,1,0,0
2019-01-22 1,66.249.66.78,2,2,0,0
2019-01-22 3,91.99.72.174,1,1,0,0
2019-01-22 8,91.99.72.388,1,1,0,0
2019-01-22 3,91.99.72.675,1,1,0,0
2019-01-22 0,91.99.72.776,1,0,1,0
2019-01-22 5,91.99.72.938,1,0,1,0
2019-01-22 7,2.177.12.552,1,1,0,0
2019-01-22 7,2.177.12.565,1,1,0,0
2019-01-22 5,2.177.12.597,1,1,0,0
2019-01-22 3,2.177.12.701,1,1,0,0
2019-01-22 11,2.177.12.945,1,1,0,0
2019-01-22 4,2.179.141.3,1,0,1,0
2019-01-22 9,2.179.141.305,1,0,1,0
2019-01-22 0,2.179.141.360,1,0,1,0
2019-01-22 10,2.179.141.700,1,0,1,0
2019-01-22 10,2.179.141.818,1,0,1,0
2019-01-30 10,204.18.198.248,1,0,1,0
2019-01-22 9,204.18.198.794,1,1,0,0
2019-01-22 5,204.18.198.871,1,1,0,0
2019-01-22 4,204.18.198.875,1,1,0,0
2019-01-22 1,207.46.13.442,1,1,0,0
2019-01-22 3,207.46.13.451,1,1,0,0
2019-01-22 9,207.46.13.471,1,1,0,0
2019-01-22 8,207.46.13.675,1,1,0,0
2019-01-22 8,207.46.13.759,1,1,0,0
2019-01-22 8,207.46.13.840,1,1,0,0
2019-01-22 7,207.46.13.986,1,1,0,0
2019-01-22 10,31.56.96.148,1,1,0,0
2019-01-22 3,31.56.96.21,1,1,0,0
2019-01-22 7,31.56.96.24,1,1,0,0
2019-01-22 5,31.56.96.614,1,1,0,0
2019-01-22 10,31.56.96.694,1,1,0,0
2019-01-22 9,31.56.96.744,1,1,0,0
2019-01-22 0,31.56.96.758,1,1,0,0
2019-01-22 8,31.56.96.843,1,1,0,0
2019-01-22 10,31.56.96.850,1,1,0,0
2019-01-22 3,40.77.167.191,1,1,0,0
2019-01-22 11,40.77.167.261,1,1,0,0
2019-01-22 7,40.77.167.419,1,1,0,0
2019-01-22 7,40.77.167.668,1,1,0,0
2019-01-22 9,40.77.167.765,1,1,0,0
2019-01-22 0,5.209.200.109,1,1,0,0
2019-01-22 9,5.209.200.456,1,1,0,0
2019-01-22 11,5.209.200.475,1,1,0,0
2019-01-22 3,5.209.200.510,1,1,0,0
2019-01-22 1,5.209.200.704,2,2,0,0
2019-01-22 6,5.209.200.865,1,1,0,0
2019-01-22 9,5.211.97.107,1,1,0,0
2019-01-22 2,5.211.97.134,1,1,0,0
2019-01-22 8,5.211.97.318,1,1,0,0
2019-01-22 3,5.211.97.323,1,1,0,0
2019-01-13 8,5.211.97.39,1,0,1,0
2019-01-22 11,5.211.97.409,1,1,0,0
2019-01-22 11,5.211.97.45,1,1,0,0
2019-01-22 8,5.211.97.470,1,1,0,0
2019-01-22 6,5.211.97.709,1,1,0,0
2019-01-22 1,5.211.97.910,1,1,0,0
2019-01-22 9,5.211.97.98,1,1,0,0
2019-01-22 1,5.211.97.994,1,1,0,0
2019-01-25 5,5.62.206.157,1,1,0,0
2019-01-30 0,5.62.206.310,1,1,0,0
2019-01-19 4,5.62.206.418,1,1,0,0
2019-01-20 10,5.62.206.496,1,1,0,0
2019-01-28 9,5.62.206.696,1,1,0,0
2019-01-18 8,5.62.206.720,1,1,0,0
2019-01-22 0,5.78.198.259,1,0,1,0
2019-01-22 6,5.78.198.261,1,1,0,0
2019-01-22 8,5.78.198.604,1,0,1,0
2019-01-22 9,5.78.198.679,1,0,1,0
2019-01-22 4,5.78.198.681,1,0,1,0
2019-01-22 8,5.78.198.742,1,0,1,0
2019-01-22 3,5.78.198.801,1,0,1,0
2019-01-22 10,5.78.198.947,1,1,0,0
2019-01-14 4,54.36.148.150,1,1,0,0
2019-01-22 0,54.36.148.168,1,1,0,0
2019-01-22 7,54.36.148.366,1,1,0,0
2019-01-26 9,54.36.148.497,1,1,0,0
2019-01-27 4,54.36.148.586,1,1,0,0
2019-01-22 6,54.36.148.587,1,1,0,0
2019-01-22 9,66.111.54.122,1,1,0,0
2019-01-22 0,66.111.54.238,2,2,0,0
2019-01-15 3,66.111.54.249,4,4,0,0
2019-01-22 0,66.111.54.320,2,2,0,0
2019-01-22 4,66.111.54.342,1,1,0,0
2019-01-22 11,66.111.54.396,2,2,0,0
2019-01-22 10,66.111.54.423,1,1,0,0
2019-01-22 8,66.111.54.447,2,2,0,0
2019-01-22 3,66.111.54.453,1,1,0,0
2019-01-22 4,66.111.54.560,1,1,0,0
2019-01-22 2,66.111.54.71,1,1,0,0
2019-01-22 4,66.111.54.846,2,2,0,0
2019-01-22 10,66.111.54.891,1,1,0,0
2019-01-22 7,66.111.54.903,1,1,0,0
2019-01-22 9,66.111.54.995,1,1,0,0
2019-01-22 8,66.111.54.998,1,1,0,0
2019-01-22 9,66.249.66.100,1,1,0,0
2019-01-22 2,66.249.66.11,1,1,0,0
2019-01-22 5,66.249.66.128,1,1,0,0
2019-01-24 11,66.249.66.194,1,0,1,0
2019-01-22 0,66.249.66.218,1,1,0,0
2019-01-22 4,66.249.66.285,1,1,0,0
2019-01-22 7,66.249.66.343,2,2,0,0
2019-01-22 6,66.249.66.380,1,1,0,0
2019-01-22 5,66.249.66.398,1,1,0,0
2019-01-22 9,66.249.66.466,2,2,0,0
2019-01-22 6,66.249.66.530,3,3,0,0
2019-01-22 11,66.249.66.553,1,1,0,0
2019-01-22 6,66.249.66.724,1,1,0,0
2019-01-22 3,66.249.66.803,1,1,0,0
2019-01-22 4,66.249.66.825,1,1,0,0
2019-01-22 6,66.249.66.860,1,1,0,0
2019-01-22 10,66.249.66.874,1,0,1,0
2019-01-22 7,66.249.66.904,2,2,0,0
2019-01-22 5,66.249.66.988,2,1,1,0
2019-01-22 5,66.249.66.997,1,1,0,0
2019-01-22 10,91.99.72.5,1,1,0,0
2019-01-22 2,91.99.72.517,1,0,1,0
2019-01-22 10,91.99.72.63,1,1,0,0
2019-01-22 8,91.99.72.731,1,1,0,0
2019-01-22 7,91.99.72.846,1,0,1,0
2019-01-22 0,5.209.200.78,1,1,0,0
2019-01-22 10,5.211.97.515,1,1,0,0
2019-01-22 8,66.111.54.2,1,1,0,0
2019-01-22 4,66.111.54.359,1,1,0,0
2019-01-22 1,66.111.54.452,1,1,0,0
2019-01-22 4,66.111.54.61,1,1,0,0
2019-01-22 7,66.111.54.716,2,2,0,0
2019-01-22 2,66.111.54.80,1,1,0,0
2019-01-22 5,66.111.54.961,1,1,0,0
2019-01-22 9,66.249.66.14,1,1,0,0
2019-01-22 1,66.249.66.223,2,2,0,0
2019-01-22 1,66.249.66.255,1,1,0,0
2019-01-22 3,66.249.66.286,1,1,0,0
2019-01-22 0,66.249.66.299,1,1,0,0
2019-01-22 2,66.249.66.362,2,2,0,0
2019-01-22 4,66.249.66.386,2,2,0,0
2019-01-22 1,66.249.66.44,2,2,0,0
2019-01-22 5,66.249.66.45,1,1,0,0
2019-01-22 7,66.249.66.455,1,0,1,0
2019-01-22 0,66.249.66.514,2,2,0,0
2019-01-22 4,66.249.66.558,2,2,0,0
2019-01-22 4,66.249.66.577,3,3,0,0
2019-01-22 3,66.249.66.714,1,1,0,0
2019-01-22 2,66.249.66.760,1,1,0,0
2019-01-22 2,66.249.66.790,2,2,0,0
2019-01-22 1,66.249.66.928,2,2,0,0
2019-01-22 3,66.249.66.981,1,1,0,0
2019-01-22 2,91.99.72.123,1,1,0,0
2019-01-22 5,91.99.72.547,1,1,0,0
2019-01-22 1,91.99.72.586,1,0,1,0
2019-01-22 7,91.99.72.884,1,0,1,0
2019-01-22 1,91.99.72.96,1,1,0,0
2019-01-22 7,91.99.72.998,1,1,0,0
2019-01-22 10,2.177.12.183,1,1,0,0
2019-01-22 0,2.177.12.419,1,1,0,0
2019-01-22 3,2.177.12.478,1,1,0,0
2019-01-22 3,2.177.12.508,1,1,0,0
2019-01-22 3,2.177.12.7,1,1,0,0
2019-01-22 7,2.177.12.753,2,2,0,0
2019-01-22 10,2.177.12.754,1,1,0,0
2019-01-22 2,2.177.12.869,1,1,0,0
2019-01-22 8,2.177.12.939,1,1,0,0
2019-01-22 2,2.179.141.110,1,0,1,0
2019-01-22 10,2.179.141.456,1,0,1,0
2019-01-22 8,2.179.141.549,1,0,1,0
2019-01-22 9,2.179.141.559,1,0,1,0
2019-01-22 6,2.179.141.879,1,0,1,0
2019-01-20 2,204.18.198.248,1,0,1,0
2019-01-29 3,204.18.198.248,1,0,1,0
2019-01-22 9,204.18.198.561,1,1,0,0
2019-01-22 7,204.18.198.749,1,1,0,0
2019-01-18 3,207.46.13.115,2,2,0,0
2019-01-22 4,207.46.13.378,1,1,0,0
2019-01-22 5,207.46.13.639,1,1,0,0
2019-01-22 1,207.46.13.73,1,1,0,0
2019-01-22 5,207.46.13.899,1,1,0,0
2019-01-22 9,31.56.96.299,1,1,0,0
2019-01-22 8,31.56.96.4,1,1,0,0
2019-01-22 2,31.56.96.755,1,1,0,0
2019-01-22 4,31.56.96.80,1,1,0,0
2019-01-22 4,31.56.96.898,1,1,0,0
2019-01-22 6,31.56.96.944,1,1,0,0
2019-01-22 6,40.77.167.204,1,1,0,0
2019-01-22 10,40.77.167.231,1,1,0,0
2019-01-22 3,40.77.167.624,1,1,0,0
2019-01-22 11,40.77.167.980,1,1,0,0
2019-01-22 10,5.209.200.147,1,1,0,0
2019-01-22 0,5.209.200.189,1,1,0,0
2019-01-22 7,5.209.200.255,1,1,0,0
2019-01-22 2,5.209.200.406,1,1,0,0
2019-01-22 6,5.209.200.728,1,1,0,0
2019-01-22 5,5.209.200.740,1,1,0,0
2019-01-22 2,5.209.200.911,1,1,0,0
2019-01-22 8,5.209.200.962,1,1,0,0
2019-01-22 10,5.211.97.235,1,1,0,0
2019-01-12 8,5.211.97.39,1,0,1,0
2019-01-22 7,5.211.97.544,1,1,0,0
2019-01-22 6,5.211.97.597,1,1,0,0
2019-01-22 6,5.211.97.934,1,1,0,0
2019-01-18 6,5.62.206.133,1,1,0,0
2019-01-20 1,5.62.206.396,1,1,0,0
2019-01-24 10,5.62.206.571,1,1,0,0
2019-01-30 2,5.62.206.933,1,1,0,0
2019-01-22 4,5.78.198.209,1,1,0,0
2019-01-22 4,5.78.198.259,1,0,1,0
2019-01-22 2,5.78.198.31,2,1,1,0
2019-01-22 11,5.78.198.480,1,1,0,0
2019-01-22 10,5.78.198.783,1,0,1,0
2019-01-22 2,5.78.198.893,1,0,1,0
2019-01-22 4,5.78.198.919,1,0,1,0
2019-01-22 11,5.78.198.982,1,0,1,0
2019-01-27 9,54.36.148.343,1,1,0,0
2019-01-22 4,54.36.148.370,1,1,0,0
2019-01-22 6,54.36.148.414,1,1,0,0
2019-01-17 7,54.36.148.432,1,1,0,0
2019-01-21 7,54.36.148.483,1,1,0,0
2019-01-22 8,54.36.148.699,1,1,0,0
2019-01-22 1,54.36.148.755,1,1,0,0
2019-01-22 3,66.111.54.164,1,1,0,0
2019-01-22 0,66.111.54.188,1,1,0,0
2019-01-22 9,66.111.54.353,1,1,0,0
2019-01-22 4,66.111.54.52,1,1,0,0
2019-01-22 6,66.111.54.717,2,2,0,0
2019-01-22 4,66.111.54.75,1,1,0,0
2019-01-22 9,66.111.54.785,1,1,0,0
2019-01-22 10,66.111.54.937,2,2,0,0
2019-01-22 1,66.249.66.200,1,1,0,0
2019-01-22 1,66.249.66.217,2,2,0,0
2019-01-22 5,66.249.66.274,2,1,1,0
2019-01-22 11,66.249.66.310,2,2,0,0
2019-01-22 10,66.249.66.343,2,2,0,0
2019-01-22 2,66.249.66.352,1,1,0,0
2019-01-22 8,66.249.66.47,1,1,0,0
2019-01-22 10,66.249.66.518,1,1,0,0
2019-01-22 10,66.249.66.589,1,0,1,0
2019-01-22 0,66.249.66.602,1,1,0,0
2019-01-22 8,66.249.66.709,1,1,0,0
2019-01-22 9,66.249.66.78,1,1,0,0
2019-01-22 10,66.249.66.853,1,1,0,0
2019-01-22 11,66.249.66.910,1,0,1,0
2019-01-22 9,66.249.66.985,1,1,0,0
2019-01-22 8,91.99.72.208,1,1,0,0
2019-01-22 9,91.99.72.22,1,1,0,0
2019-01-22 7,91.99.72.564,1,1,0,0
2019-01-22 5,91.99.72.617,1,1,0,0
2019-01-22 3,91.99.72.696,1,1,0,0
2019-01-22 7,91.99.72.720,1,0,1,0
2019-01-22 11,91.99.72.80,1,0,1,0
2019-01-22 9,91.99.72.948,1,0,1,0
2019-01-22 2,2.177.12.154,1,1,0,0
2019-01-22 1,204.18.198.455,1,1,0,0
2019-01-22 5,5.209.200.280,1,1,0,0
2019-01-22 4,5.209.200.32,1,1,0,0
2019-01-22 1,5.211.97.54,1,1,0,0
2019-01-22 0,5.78.198.657,1,0,1,0
2019-01-22 3,5.78.198.683,1,1,0,0
2019-01-22 4,66.111.54.157,1,1,0,0
2019-01-22 2,66.249.66.172,4,3,1,0
2019-01-22 2,66.249.66.194,4,2,2,0
2019-01-22 2,66.249.66.383,1,1,0,0
2019-01-22 10,66.249.66.51,2,2,0,0
2019-01-22 0,66.249.66.525,2,2,0,0
2019-01-22 7,66.249.66.546,1,1,0,0
2019-01-22 3,66.249.66.581,1,1,0,0
2019-01-22 1,66.249.66.587,1,1,0,0
2019-01-22 1,66.249.66.696,1,1,0,0
2019-01-22 3,66.249.66.974,1,1,0,0
2019-01-22 11,91.99.72.286,1,0,1,0
2019-01-22 4,91.99.72.376,1,1,0,0
2019-01-22 2,2.177.12.222,1,1,0,0
2019-01-22 7,2.177.12.46,1,1,0,0
2019-01-22 8,2.177.12.489,1,1,0,0
2019-01-22 0,2.177.12.765,1,1,0,0
2019-01-22 8,2.177.12.825,2,2,0,0
2019-01-22 7,2.177.12.829,1,1,0,0
2019-01-22 7,2.177.12.860,1,1,0,0
2019-01-22 8,2.177.12.949,1,1,0,0
2019-01-22 9,2.177.12.991,1,1,0,0
2019-01-22 5,2.179.141.324,1,0,1,0
2019-01-22 4,2.179.141.362,1,0,1,0
2019-01-22 1,2.179.141.686,1,0,1,0
2019-01-22 5,2.179.141.994,1,0,1,0
2019-01-10 0,204.18.198.248,1,0,1,0
2019-01-21 8,204.18.198.248,1,0,1,0
2019-01-21 11,204.18.198.248,1,0,1,0
2019-01-22 11,204.18.198.248,1,0,1,0
2019-01-26 5,204.18.198.248,1,0,1,0
2019-01-22 9,204.18.198.278,1,1,0,0
2019-01-22 5,204.18.198.293,1,1,0,0
2019-01-22 9,204.18.198.545,1,1,0,0
2019-01-26 3,207.46.13.136,1,1,0,0
